Accession,MSC-exo-1,MSC-1
P01019,187.6590652,57.5169994
Q96JA1,160.0231977,51.35459339
Q6ZS81,177.5406961,26.73648575
Q13449,197.5280547,30.46839345
P21246,122.0922703,32.94417693
Q9Y3E0,121.220445,49.01285068
B4DK77,166.0386206,52.55402771
Q86YZ3,144.693491,38.20016063
Q8N201,161.0901989,79.19319417
A0A0J9YYA7,130.9809479,61.64122851
Q6UW56,138.5170219,65.05385851
P00748,300.6484085,14.25619957
A0A087WU80,161.4336199,53.51666667
O95363,117.9054534,53.89641889
F6SFZ6,235.9609517,22.57772427
K7ESL1,249.8573121,96.68459987
F8VS78,141.2648171,39.58256655
A0A2R8YDD5,281.5123241,20.74796646
A0A0J9YYI4,146.4632046,30.693289
A6NKL6,309.5090925,20.74796646
Q9H9Y2,207.559212,44.88386362
C9J0J6,154.6115068,64.64578382
H7C4I6,146.4632046,60.47110439
Q6SA08,17.26101654,5.653686034
Q68DL0,220.3614408,31.34165429
M0R3C2,183.1186213,74.56157142
Q9UHI8,203.782056,34.6214166
Q8NHQ9,389.3397945,8.983953346
Q69YL0,173.4762552,54.01558526
A0A087WSY3,186.6627767,8.983953346
H0YB99,168.2053252,70.20855587
H7C440,165.9340992,77.59313865
Q15149,70.04048237,167.4039453
P35579,53.66368484,125.4489397
P21333,78.89743805,182.0294255
O75369,76.39085835,193.1554118
Q9P2E9,68.25777936,149.922344
Q13813,60.96379811,139.7742184
P02545,52.10813951,108.8280758
P08670,78.38085716,263.2705203
P46821,65.49114316,137.0729252
P11021,55.39168963,165.4596331
P08238,77.38157847,221.5654547
P13667,61.13717139,219.5100545
P62736,54.78657399,122.4264418
A0A024R4E5,63.51786194,138.4001088
Q6ZN40,56.72483152,203.8472948
P05787,56.26007937,183.075694
P50454,64.76178293,179.3465891
F8WD26,78.090135,166.5229341
P14625,48.96758374,282.5267612
P07237,52.40455214,200.047871
E9PMS6,73.09860397,175.8291731
A7XZE4,63.86666667,177.1819659
P13639,73.71666667,184.006395
P34932,84.11867261,184.9328675
P55072,77.54777842,160.5920221
P38646,58.67164878,230.5580264
P07951,50.87224155,279.2157595
P27816,70.17367191,158.3100116
P68104,61.60442043,202.0007706
P53618,52.68333333,129.6177144
P30101,75.54627976,193.2894151
P27824,38.71987632,82.73200063
P68371,54.91862956,109.9218289
H7BYY1,66.81666667,163.1648329
E7ETU9,37.89469431,137.5774965
P19338,47.47888305,112
P10809,59.75757411,235.5450792
Q01995,68.10264413,154.6230648
P27797,70.26893046,257.9319725
Q9Y4L1,64.36429287,149.4752133
O43390,48.81527311,111.8773717
J3KN67,73.99939769,330.4886141
Q12906,44.50287115,116.5404522
O00469,50.68578468,121.6211966
P62424,27.92815701,86.83374299
Q06830,80.34268613,175.8291731
P31948,83.81048669,184.4775887
P22626,54.91862956,124.3727034
P67936,132.2644062,265.8708496
P19367,76.79814333,170.2588045
P36578,38.71987632,103.730343
B4DY08,28.35437989,113.7094912
O43852,69.33285766,149.7488235
H0YJW3,62.82389686,166.0629162
O60506,25.53051383,132.3358861
D6REX3,61.60442043,153.1314843
P05783,84.61645194,235.9950154
P63244,33.96884921,225.9478802
P26639,83.4451412,204.3979785
Q14980,83.81048669,192.5090167
P23284,74.57639549,168.5815894
P00338,91.8670874,270.1928542
E7EX73,68.56010934,184.4775887
Q96AG4,21.95005119,89.9074662
P37837,73.58286628,210.5707509
Q9UQ80,49.12076957,138.1676577
K7ELL7,59.75757411,243.5539305
O60664,74.11605646,181.5819819
F8W6I7,53.10353734,117.7364051
P07195,87.66851479,198.8560005
P26641,67.89945456,149.5883376
Q15233,47.47888305,117.5954745
Q5JRX3,55.39168963,169.8400954
Q12797,37.260547,98.43291281
Q13310,46.11464996,116.0083333
Q14103,22.54681653,127.2611578
P46777,65.3395712,151.75
P06748,23.22008975,165.7202272
P10412,5.318683588,111.6414513
Q9UHB6,63.51786194,213.3504567
P20042,42.2563882,111.8773717
Q96HC4,75.77599724,167.0812248
Q99460,62.98903639,128.6323364
D6RER5,76.2001879,184.1563086
B5ME19,75.29403755,156.0875462
P39019,19.75344773,107.9897803
P21796,17.8849409,74.9848744
P13804,48.26953236,157.7364401
Q92945,66.15,208.6421923
Q92499,41.39568102,126.4096954
P07954,78.38085716,211.5822421
P00387,35.93689251,73.18307627
P12236,9.077684296,65.1155903
O15460,42.73839793,183.6877124
Q16643,61.85868522,225.9478802
Q9P2J5,57.29808275,122.4264418
P13010,62.65476463,134.0777236
O75534,61.85868522,140.1188524
P16403,4.045202955,89.00374543
O15144,80.78345735,180.7866025
Q3SY69,76.9878338,193.7519172
Q9UHD8,63.97011584,140.5687506
P40227,46.11464996,154.7567749
P15880,35.93689251,91.85742722
O60763,55.81112343,164.8661439
Q8NBS9,41.39568102,179.6176404
P46060,79.95,168.3780453
E9PPJ0,58.12172626,143.2153145
Q15084,48.26953236,255.7480253
O94925,79.59343676,175.8291731
B7Z6Z4,74.43353556,149.5883376
Q7L1Q6,79.40106386,174.5566675
A0A0A0MR02,24.74877182,64.53301085
P62826,62.98903639,128.5189772
H0Y5F5,25.08414978,158.9240925
Q15365,75.54627976,152.2619708
Q92598,84.11867261,172.6550567
Q15459,79.40106386,288.3905895
P21964,38.71987632,83.98149374
O76094,47.47888305,103.8803045
Q6NZI2,52.81373855,219.1611582
P05388,15.97130462,110.195452
Q9Y2W1,59.75757411,140.7910118
P04792,78.52934855,209.2564607
O95202,34.63004442,73.69845603
O00116,59.32167073,130.4369438
O75489,39.90812843,90.07509071
I3L397,87.23004301,183.8991597
O60841,53.29160829,129.0665158
E9PKG1,56.03392064,172.0574319
A0A0R4J2G3,30.74721342,72.575
Q15008,60.13191754,132.6253363
P51858,55.81112343,238.7574183
B4DY09,20.11079968,138.9454968
Q9NSD9,58.12172626,142.3854361
P62241,32.07901496,93.76814472
P48449,30.74721342,61.64122851
Q96AY3,67.4321297,159.9235578
P62191,47.10169037,149.7488235
D6RBZ0,31.23404414,145.4634614
P40429,43.98433553,97.80835962
P83731,45.10105567,98.87737672
P30040,73.58286628,303.4784704
E7EX17,80.1770063,300.0178222
P32969,32.16240453,107.4566427
P54577,72.93343664,171.2197441
Q92804,52.81373855,109.6133526
K7EKE6,61.60442043,156.4721751
Q8N163,52.81373855,170.4695005
Q92973,63.76522796,143.9434486
P60228,62.82389686,176.2303865
O14950,42.73839793,131.7294806
P47897,57.89074347,164.4401334
P05387,25.53051383,122.7471012
P32119,67.08663758,171.7059717
O14979,60.7213778,126.4096954
H3BVG0,58.45,147.315668
Q8IVL6,23.70242455,85.44721362
P35232,24.45797336,74.91666667
Q12931,70.90690271,164.4401334
P35637,16.59551962,125.5116897
A0A2R8Y849,30.91094703,91.48467059
P52306,70.81184121,163.7992717
P34897,43.98433553,149.3743813
Q15293,70.53135956,237.199807
E7EQL5,64.99930771,147.521721
Q9UQ35,99.15212451,203.6653505
P46063,57.18773042,131.6288066
P17655,65.81110437,139.0942931
Q9BS26,27.66035236,124.9003619
P62280,36.3806593,95.99833206
Q08945,25.28912901,103.8803045
P00505,66.81666667,244.8997568
H7BZJ3,33.96884921,187.2267114
A0A0J9YVP6,91.07854109,186.4353144
P08865,51.49910345,177.8869739
A0A087WVM4,71.17402329,175.0906528
P30050,46.51526795,96.2893526
E9PBS1,82.7999056,187.0110867
A0A0A0MTS2,89.18034407,223.0641229
P30084,34.22900685,222.0710557
P30044,58.67164878,249.6616038
Q9Y266,82.51117887,197.143761
A6NLN1,29.08033003,128.3553009
O43776,60.96379811,132.16794
P10515,54.52210396,139.2760831
Q96AE4,58.12172626,247.5429592
Q9NSE4,74.27896672,161.1022861
Q3ZCM7,12.67915015,93.15760464
A0A1B0GVU9,29.08033003,88.91274463
Q9Y3I0,46.7829925,96.1028845
Q96CS3,39.58212389,79.19319417
D6RBQ9,51.25971972,126.5605803
P55735,56.03392064,164.4401334
O95302,57.49314923,162.731925
Q9NX62,18.0992884,87.62397838
P52926,8.73854926,83.82965984
P09429,38.27945553,239.5010419
P51911,37.67711042,139.4736372
P27695,70.81184121,146.574616
O75390,48.05783763,211.5822421
Q8WVM8,48.26953236,105.6083069
P09622,66.26877101,186.7666814
P55145,24.74877182,276.0933909
Q15417,75.54627976,173.6325174
B4DLR8,72.68552498,145.4634614
Q9Y680,81.96606231,176.5830537
P11177,29.31359958,147.0232449
B4DLN1,46.11464996,125.1999942
Q14444,75.87074405,217.5070416
O43684,70.68333333,150.4141204
P29692,58.45,232.238977
Q5SW79,84.93591881,170.2588045
P62277,37.89469431,95.99833206
Q9UDY4,58.67164878,133.2594162
A0A2U3TZM0,51.12300869,124.9003619
B8ZWD1,108.7570343,256.7318308
Q9NP72,26.19116251,101.9187161
Q16822,44.87816894,110.3474601
P48681,104.2976254,221.1038519
H0YKD8,43.98433553,106.4326111
Q8TCJ2,29.73305001,68.00740212
Q9Y305,40.37165051,95.48333333
A0A087WUC6,35.5963627,88.14652206
O60264,60.57387896,124.9003619
Q9P0I2,37.89469431,77.16350943
Q09028,65.6210223,166.2679913
K7ELC7,46.51526795,97.03568066
P20674,16.59551962,80.76932646
A0A087WZK9,86.30891493,187.6399282
P55036,78.85,186.4353144
P31153,100.1258572,209.8852745
P30048,56.72483152,180.1053294
Q15397,45.40634825,93.67431946
P26368,53.29160829,114.1848546
P33991,77.31902565,294.3431388
Q96HE7,75.87074405,218.1343812
P49755,31.86529285,69.71915227
P62244,13.51079359,99.56467192
P16949,111.0833897,311.5620276
P62851,22.26143067,110.7193275
P23368,48.05783763,109.5045214
O75306,18.0992884,73.18307627
P30419,72.23296815,153.5661532
Q13151,39.25009847,92.36666667
P84090,33.96884921,149.0396235
Q9BY44,48.69783406,115.2562512
P47813,9.309301312,279.2157595
P25205,75.54627976,244.8997568
P38117,66.43955703,151.300159
O96005,20.11079968,67.06583883
E9PDI2,52.68333333,129.0665158
Q9HD45,29.98348655,73.03257815
P53999,66.26877101,169.5363054
H0YL72,63.29208294,151.8708843
G5E972,35.37950279,96.2893526
P17096,36.3806593,85.44721362
O00487,61.60442043,130.7943245
P49736,88.75042513,185.6599003
P49207,22.15810301,109.6133526
O14617,48.59401851,127.7612047
H3BPC4,50.15278123,308.2591655
A0A0A0MRM9,63.18343234,152.6978494
Q13217,73.28431179,180.1053294
O14744,68.85073413,144.2799951
P12004,50.15278123,345.047268
Q12874,62.82389686,315.6746196
P60866,42.2563882,119.8491866
P31942,53.50318978,121.4005754
O00461,41.75181102,96.60257576
P62269,39.58212389,95.90797354
Q03135,65.16541788,143.6244379
Q6YN16,49.85268812,116.8969518
P24534,54.1201554,218.1343812
Q9Y3U8,19.75344773,86.31619671
Q15363,31.49035483,88.07455445
Q6NUK1,25.92823829,70.47028348
Q01105,100.9741842,287.8504627
P48047,26.94366734,65.92245444
P10606,31.99658992,67.43158192
Q16698,30.39928451,97.96713663
F8VV59,57.18773042,173.0671864
Q9BYG3,26.19116251,116.3059336
F8W726,55.81112343,157.7364401
Q9BQ39,49.85268812,102.5453506
Q9UBM7,31.23404414,66.07468215
Q8IWE2,81.62453835,177.8869739
P47985,45.10105567,99.88601402
A0A0C4DGA2,40.72389715,148.7812698
Q969H8,76.39085835,192.949901
B5MCF9,56.26007937,122.8084724
Q13428,55.39168963,213.0149451
O94776,72.23296815,149.0396235
Q9UHD9,73.43950544,151.9939252
Q9UNX3,28.62838759,104.0852869
Q9NUQ6,43.23383108,117.8577574
P62081,39.024585,97.16666667
P49915,77.54777842,182.7833792
P20742,9.933430392,28.116944
Q8NBX0,31.49035483,70.08445308
Q02539,39.58212389,114.1161136
A0A087WXS7,57.29808275,115.8132407
P18031,43.98433553,116.8969518
P63173,17.45432639,195.224425
E9PFN5,56.59402633,146.7209853
P52597,46.97862869,136.9090327
Q9BZZ5,72.23296815,170.99673
Q9Y295,12.67915015,178.5319744
Q8N6T3,41.75181102,143.0131254
P54819,78.89743805,207.4152498
E9PKZ0,43.49801208,97.85778981
P10620,11.9725335,104.5456635
Q9Y3A5,76.88453263,169.031014
P61604,51.80640784,243.5539305
Q9UBT2,66.15,198.1569747
E9PB61,41.75181102,102.6631822
P42765,26.69682796,109.252656
Q9BYD2,49.3695026,106.0400945
Q9H0D6,67.32876662,187.6399282
Q13347,62.03221729,187.6399282
Q9UMS4,48.05783763,129.6177144
Q12981,32.62316615,84.8021468
Q9NYL9,51.12300869,238.1483077
Q9BT22,15.72089609,70.9
Q15181,87.4435084,190.4779447
C9JCC6,31.99658992,132.035848
Q9P015,16.99379973,106.6420385
Q8WXX5,36.3806593,109.4206423
K7EL20,33.20906135,172.7835384
P84157,13.51079359,86.37903222
Q8WXF1,40.72389715,120.2314486
Q68CQ7,51.25971972,107.3471908
Q9UJW0,60.96379811,142.8603125
O75822,61.42720635,305.5898171
Q9H488,44.87816894,254.5839236
F8VRV5,37.67711042,144.5319379
H0Y368,20.86261388,80.11603417
O60869,81.83899159,181.5819819
Q9NQ55,42.2563882,99.94166667
P37108,35.5963627,125.6489985
Q9H307,53.10353734,123.9557176
Q08J23,66.65627448,153.7507927
Q13247,28.62838759,132.6920609
Q9UHV9,86.30891493,197.4799334
Q9BR76,78.6195276,162.731925
Q86X55,71.68589397,178.1420493
Q9H6U8,40.17947019,84.25833333
I3L2L5,86.1795269,297.2961701
Q9UBE0,103.9070101,228.3959537
O15347,23.55538792,162.0151033
Q96M27,35.09110076,158.9240925
Q08257,97.84036579,213.0149451
Q00765,44.27135543,90.43007053
P17568,21.59202611,64.17959212
A0A2R8Y5P7,56.43173111,195.691206
Q5TEC6,25.28912901,77.59313865
P35249,50.68578468,112.0919679
O75381,30.21270606,63.71576085
Q9Y2Z0,59.55544123,223.8867814
Q9UIJ7,65.97855742,172.0574319
D3YTB1,23.01892468,89.76056139
P33992,42.9900801,157.7364401
F8W031,60.86367053,267.34484
P20336,29.73305001,92.21390884
Q9Y2C4,32.07901496,70.55094768
P49458,22.32363018,149.4752133
Q9Y5P6,60.13191754,157.7364401
Q9Y224,49.12076957,133.7586881
F8VU90,28.35437989,72.575
P42025,36.3806593,121.459811
A0A0A0MQX8,33.96884921,220.0069345
P59998,79.95,163.6025265
Q71UI9,32.62316615,106.133795
O15355,76.39085835,241.9428841
B8ZZA8,87.92516019,233.1311706
P09012,28.35437989,162.3571693
Q10469,37.67711042,86.37903222
P62995,34.22900685,75.96666667
Q15370,71.34359379,178.8723936
O95881,86.30891493,264.0942685
Q99615,52.40455214,114.8606805
O14925,28.35437989,76.03333333
F8VZJ2,52.40455214,325.8958056
P09234,54.52210396,141.7222627
Q96KG9,60.57387896,133.6198654
Q52LJ0,21.59202611,157.1944599
Q92522,48.81527311,104.3
O95299,20.11079968,79.66511024
O15212,89.92515581,185.6599003
Q16836,60.7213778,265.1801753
S4R3Q9,22.39496875,77.54081115
O00483,35.93689251,76.403981
A8MWX3,11.9725335,196.3016102
Q9Y3D9,34.63004442,106.2989288
Q9Y2L1,68.37996735,147.521721
Q5T4U5,67.32876662,166.0629162
K7ER96,104.8253211,231.3950616
P55769,52.94713548,198.6265802
P46778,25.08414978,112.3960164
Q6P996,41.03747125,261.5441055
H0Y5K5,42.53866724,94.33614059
Q7Z4H8,58.45,183.26551
F8VYN9,11.34111973,130.7943245
Q9NZ01,15.15983875,93.35371003
A0A0C4DFL7,16.49711564,80.438668
Q10570,52.10813951,105.0533836
A0A0C4DGB1,45.74716341,96.68459987
F8W7Q4,31.04794113,66.95255192
Q9NRG9,32.90318672,85.44721362
Q9UH62,11.9725335,102.5453506
O75663,69.62944842,194.6369948
A0A087X2D0,40.37165051,97.41973807
Q8WUM0,69.78333333,146.3872221
M0R165,80.49768021,168.5815894
P29084,50.68578468,117.366192
O75828,60.34663679,156.0875462
E7ESY4,30.59142157,137.1792841
P11172,70.90690271,148.7812698
G3V5V3,50.24891106,112.7686055
O14562,82.65775716,186.7666814
Q9NS69,19.75344773,105.8138623
Q8TAT6,71.9508995,154.1338575
Q7L2H7,25.53051383,283.404381
O00505,58.67164878,169.7098154
O75400,54.1201554,150.9167183
O14647,44.50287115,103.0961746
P20936,92.36652483,218.7162313
P17174,92.19147321,226.9302782
Q9NTZ6,77.54777842,192.949901
Q14696,102.0865369,247.0079869
Q9Y3B7,51.49910345,106.133795
P51398,32.62316615,119.8491866
P52292,29.08033003,207.0366479
P14854,31.49035483,73.69845603
A0A087WYT3,70.26893046,208.1398632
P30405,76.88453263,173.711624
P43487,94.51395593,281.0112803
A0A0U1RRL7,34.63004442,87.12257755
P09496,68.9919943,162.731925
O00629,83.4451412,169.9825476
Q9UHD1,58.30835031,215.4873985
Q9H1E3,53.29160829,361.2134496
O15118,34.22900685,81.53272113
H0Y4R4,54.28415385,137.360174
Q08752,67.21664682,181.0791158
O43809,47.22380797,159.4933074
D6RAN1,47.47888305,233.9475666
C9J3L8,29.73305001,73.58372732
Q9BRJ6,6.434171644,113.3340167
P61009,15.52806257,91.975
F8W7U3,49.20026811,145.7123013
P20290,35.09110076,336.5462051
Q10713,58.91619276,119.5907507
C9JYQ9,45.74716341,147.7245463
P48651,7.300464972,77.37935774
P21127,59.19435778,137.0729252
Q7RTV0,44.87816894,115.6607897
Q9Y3A6,19.51125117,74.9848744
P39687,70.90690271,361.2134496
Q9Y3B4,47.47888305,127.2611578
E7ESC6,54.78657399,115.8132407
Q15428,69.78333333,230.0471266
Q9Y2G5,65.6210223,167.5888536
Q9NPA0,30.74721342,73.58372732
H3BND8,53.50318978,149.922344
O95205,20.39244563,191.5019948
Q9NRP0,14.54926786,93.06580298
O75935,68.85073413,153.7507927
A0A0A0MQV6,19.35520386,72.21666667
A0A2R8Y4C2,99.79960681,200.4806081
Q92504,18.8561949,66.46578698
E7ESP9,61.42720635,152.6081472
E5RGX5,138.5170219,379.5156627
Q5JVF3,65.16541788,138.1676577
Q9BPW8,26.40947792,73.33333333
Q9H2U2,61.13717139,143.2153145
P62072,62.98903639,131.6288066
Q9H6Z4,78.89743805,323.7503426
P60201,101.6925513,390.1265881
P80297,64.50121776,201.0441096
O95861,73.43950544,155.4877053
P51970,27.25590641,85.22283013
P98179,22.54681653,127.9934
Q16186,67.4321297,177.5582844
Q9Y5L4,9.769832913,253.5053629
P46937,107.1464699,220.5192269
Q92688,66.53786211,370.2358532
E9PB90,45.74716341,114.2597115
Q13243,45.10105567,109.6133526
P07205,68.25777936,141.117314
P61326,46.51526795,121.0168521
H0YEH2,50.04203311,102.4325475
Q9Y2Q9,28.87614178,92.06394309
Q9H2J4,65.3395712,212.1576571
O95352,44.87816894,115.8132407
O75531,6.952394396,83.59166667
P63220,44.87816894,185.386695
Q5QPA5,36.3806593,95.90797354
P33316,82.7999056,172.0574319
P51665,58.67164878,134.3525806
Q9BQ61,63.86666667,158.0599317
M0QY80,81.62453835,170.6159508
H7C2T5,5.713994236,106.6420385
Q9H089,14.0323967,133.4660896
C9J5D1,31.69018261,191.3375991
A0A087WW43,15.97130462,45.33715375
Q9UII2,39.90812843,245.8192743
O95104,17.69522056,188.7597182
O95298,42.2563882,86.73699578
A0A0B4J2D5,49.85268812,249.98407
Q86VS8,61.85868522,159.1167453
O75915,8.73854926,66.64151429
J9JIE6,18.27404897,79.46379411
Q9Y6K9,58.12172626,125.0297061
Q9H0U3,20.39244563,76.13392795
P42766,16.75001001,107.2459131
F8VZQ9,77.54777842,232.7761364
Q969G5,47.80455535,172.5622056
Q15061,24.74877182,130.1590695
A0A024R216,37.260547,137.9544901
P82912,11.9725335,99.08015474
P48634,32.38640995,204.6763294
Q13564,48.26953236,189.322884
H0YG20,42.53866724,98.76906259
P45973,54.28415385,127.0080308
Q9NUM4,41.39568102,106.4326111
Q9BZK7,82.41537002,187.6399282
B1ALA9,57.71981343,205.3186536
P05204,10.08084624,145.7123013
Q13123,53.29160829,176.2303865
Q9NUJ1,57.71981343,155.1891009
Q9GZL7,35.5963627,142.7119092
Q16537,73.58286628,155.1891009
P61927,21.43869689,111.6414513
Q9NVH0,49.56041679,99.56467192
Q96J01,41.39568102,103.5157061
Q99470,39.90812843,143.3503879
P46100,52.10813951,139.5790929
H0Y614,41.75181102,327.4755055
Q16513,64.08333333,130.6750686
Q9HC07,33.06050478,79.66511024
P78346,9.309301312,137.360174
Q9Y394,7.863565484,67.23333333
O60828,53.82050295,125.1999942
Q13547,25.53051383,163.1648329
Q15388,10.75079606,83.82965984
C9J0J7,72.81813787,181.0791158
Q3KQU3,28.87614178,131.5263642
Q9P291,54.78657399,112.344305
Q01081,20.39244563,129.9815986
Q14739,43.98433553,110.195452
Q15904,42.9900801,86.73699578
P26583,20.64035601,157.4184259
O75179,55.06382377,116.5404522
E9PF49,18.56797992,70.35625546
E5RGS4,60.57387896,161.8127294
D6W5Y5,45.40634825,109.5045214
F8W8Z9,27.66035236,67.80588775
Q4J6C6,54.28415385,132.7520088
P24928,28.62838759,128.1884816
H0Y488,41.03747125,87.86071493
Q9BSC4,51.12300869,106.4326111
P56381,21.59202611,192.5090167
Q8WVV9,53.50318978,141.2965694
B0QY34,47.22380797,100.3262699
P15954,36.13230181,88.23333333
Q9NQG5,102.5991186,205.6219651
Q5VZM2,59.75757411,125.1999942
Q9Y6A4,49.85268812,102.6631822
Q9UMX5,74.69172392,168.2239552
O75380,53.82050295,120.8838028
A0A0X1KG71,60.34663679,167.5888536
Q8NI22,47.95346757,136.2869925
Q8N5M9,30.59142157,134.2456445
P30536,18.0992884,64.9778262
Q8WWX9,33.44061939,195.691206
O75937,76.2001879,189.5357223
Q15154,35.09110076,129.2415076
Q96KC8,35.09110076,127.2611578
O75190,54.52210396,118.5264468
Q96KB5,71.68589397,224.9420543
D6RCQ0,42.9900801,148.6197433
Q99567,45.74716341,129.0665158
Q7Z3B4,23.81598334,182.7833792
C9IZG4,90.06789288,191.0675417
Q8IUE6,19.75344773,76.28497642
P10644,56.93475684,194.3391439
C9JQ41,19.35520386,68.702719
Q13595,32.62316615,87.31744186
P53597,52.10813951,200.047871
Q9BWH2,13.26161373,83.13328877
P78381,13.0362004,90.53547414
O95218,46.97862869,209.2564607
Q92797,50.68578468,165.258869
Q9H0H5,21.26510867,82.81890604
J3KNN5,11.5234076,42.44733022
P36404,57.89074347,182.0294255
H7C0E5,90.7651007,208.1398632
P56385,10.42192513,83.65857927
A0A1W2PQV2,88.98647234,300.0178222
A2IDC6,10.54405313,108.1900877
A6NDF3,55.39168963,138.5205513
P61956,106.0152798,231.3950616
C9JZY6,65.81110437,183.3640205
Q96Q11,27.25590641,271.2609168
Q5NDL2,62.45547521,153.1314843
E9PMR5,103.4392023,249.0669519
P62861,2.81734818,160.7816688
Q9BXJ8,16.21973393,91.30296906
K7EMP8,98.76724593,366.9721701
Q9BQQ3,8.415751423,102.9877383
Q02252,50.41198282,103.8803045
H0YAK4,79.82233196,176.9369662
Q86SX6,65.81110437,140.3553062
Q99797,42.2563882,190.1497798
P62273,6.764872279,128.9500277
Q6DKJ4,21.26510867,150.0655624
Q9BWD1,80.49768021,164.4401334
P62304,43.49801208,159.4933074
O14967,29.31359958,64.24668806
Q9BSR8,14.33986622,88.33249976
Q9Y333,83.13333333,206.6029259
Q8TDQ7,82.13333333,313.9025743
Q2NL82,49.3695026,125.8878625
Q86TI2,59.06602035,119.6822339
Q5H919,67.61427897,239.5010419
Q99519,66.65627448,153.3522526
A0A024RAC6,57.49314923,127.2611578
Q5TDF0,32.62316615,129.0665158
Q9NY93,48.26953236,98.04166667
O15228,42.2563882,93.57438999
Q14232,91.73349164,192.764166
Q96A49,91.07854109,251.2691311
A0A0A0MT32,56.26007937,285.366133
P24390,4.96119736,96.49184132
Q9H7Z7,38.27945553,154.87559
Q9H6S0,46.97862869,105.9299385
P58546,79.95,306.9857711
Q9Y5J1,30.39928451,92.85833333
P19447,16.49711564,94.2181196
Q9NZ32,59.55544123,165.258869
Q9UNS2,78.6195276,213.7475751
Q8TCE6,63.68193371,169.2781208
P17405,31.04794113,138.5205513
A0A0C4DGS0,6.023016422,133.7586881
Q8TBM8,16.35123416,53.7852205
Q14320,21.43869689,174.8316327
D6RAN8,6.434171644,114.2597115
P51784,26.69682796,86.31619671
Q96JM3,24.11139404,155.8528275
P15848,39.58212389,107.8519813
P51809,14.54926786,98.6322449
Q96C01,73.09860397,341.286676
Q147X3,21.95005119,118.8795521
O60493,79.07596115,178.2562921
O75691,55.81112343,117.0459226
P19784,55.81112343,139.9764424
Q29RF7,21.04501649,170.6159508
K7ESG5,66.26877101,272.2820853
A0A2R8YGH5,69.62944842,163.7992717
Q99595,35.37950279,79.95
Q6UXH1,80.93436932,347.0710748
Q9H3H3,75.29403755,223.0641229
P62312,83.13333333,179.3465891
Q12996,9.455192327,242.4352408
O60831,41.75181102,93.48273232
Q5T0F9,23.40823854,98.6322449
Q9BTZ2,72.23296815,160.1860873
P06400,12.25382128,137.360174
O14523,14.85592109,74.9848744
A0A087X0R6,73.09860397,165.7202272
Q9Y3E7,21.04501649,123.387399
Q96I25,62.98903639,172.3244147
Q9H2P9,81.43751262,177.3139475
Q6P3W7,14.16997937,255.7480253
Q8N3P4,20.86261388,82.73200063
P57740,42.73839793,200.7357086
Q8IWJ2,71.9508995,309.3223607
O14561,26.69682796,144.5319379
Q16678,17.69522056,54.91905434
A0A1B0GTL5,27.25590641,92.70759984
H7C0G1,31.86529285,70.98333333
Q9UKX7,82.7999056,262.5678281
Q8WYA6,27.92815701,189.322884
P29728,18.40593664,60.11697781
Q9NYV4,20.64035601,151.4358391
D6RIY6,78.090135,179.3465891
Q8WYP5,58.30835031,161.2380735
Q9UHA4,22.15810301,74
A0A1W2PQ77,39.25009847,95.81293257
E9PPI7,13.51079359,108.8280758
O14613,55.39168963,124.1091123
H0Y650,49.69778369,146.3872221
A0A1W2PNR9,18.74585114,102.9877383
O75150,64.08333333,160.1860873
Q15126,25.28912901,148.7812698
E9PCW1,48.96758374,112.7686055
Q13126,68.74250274,277.5250497
P62328,88.98647234,210.3149136
Q96EL3,6.214826561,138.9454968
Q9UEE9,95.08002971,260.3622142
J3QLH3,41.39568102,276.6036158
Q15555,77.96647771,180.5459815
Q9HC52,29.31359958,100.0932885
Q9NZR1,23.01892468,119.0752004
Q9BT73,54.91862956,233.4006924
Q5T760,55.39168963,164.4401334
O60220,24.45797336,150.9167183
Q7Z2K6,13.51079359,74.70599271
P50452,71.53015675,343.2330908
O43709,56.59402633,115.4535666
H0YBL1,83.61992947,175.0906528
Q8IUR7,62.65476463,152.4190525
Q15067,36.3806593,74.70599271
O14548,14.33986622,82.81890604
F8VRL4,81.11225366,186.0176989
O15234,19.35520386,123.1718714
Q4G148,64.76178293,141.815663
Q5T1J5,32.26840884,132.8560933
Q6Y1H2,4.045202955,93.96607754
F8VRU3,52.40455214,242.9718227
Q96SL4,82.30779621,203.1709194
H0YEH1,71.9508995,207.6754924
Q0VDF9,36.62428593,149.2485806
Q8WUA2,29.73305001,303.4784704
Q99538,19.08584475,93.35371003
Q15554,53.29160829,152.7901512
Q9UJX3,42.2563882,104.8516592
P14174,106.0152798,228.3959537
P16260,11.5234076,79.57584735
H3BP35,62.65476463,146.574616
Q5T3I3,33.44061939,216.623559
A0A0A0MSZ9,48.96758374,210.9947289
H3BQQ2,30.21270606,398.1124217
P61599,60.96379811,169.7742398
Q3LIE7,36.3806593,193.7519172
K7ENY5,81.11225366,240.1140916
Q8TBX8,59.32167073,140.1188524
Q9Y217,46.83559524,153.7507927
A0A087X0M4,9.590153106,320.7152697
Q96SZ5,31.69018261,132.035848
Q9NPJ3,27.04122992,192.2172177
Q9BQC6,45.40634825,125.8878625
Q7L8L6,42.2563882,131.2486884
Q96EY8,51.80640784,126.1866241
Q8IXM3,22.45211622,106.6842406
Q68CP9,46.51526795,125.3086166
B1AMU7,75.96666667,159.7951575
F8WCH9,7.588098926,155.03737
